SessionID,politics_new,politics,dogkick,endangered,overweight,anthill,palm,cards,stealpoor,apartment,ballots,racepledge,sportsbet,flagburn,talkradio,familyshun,citizenrenounce,leaveclub,parentcurse,founderscurse,handgesture,rottentomato,fatherslap,soulsell,eatdog,tail,molesterblood,stageanimal,sex,gender,Age,education,educ_num,religion_attend,Religion_attend_num
66138, Other,,6,2,1,1,2,1,4,1,1,5,2,1,1,5,1,6,5,1,1,1,1,1,5,2,1,4, M,1,25, Completed College/University,6, Never,0
66145, Libertarian,,4,5,5,1,8,6,8,5,1,8,3,1,1,6,6,5,7,3,6,1,2,8,7,8,8,6, F,0,29, Completed College/University,6, Never,0
66146, Libertarian,,8,8,1,1,8,4,4,5,7,8,1,2,5,7,,1,1,1,1,1,1,8,8,7,1,8, M,1,46, Completed Graduate/Professional Degree,9, a few times a year,1
66147, Slightly Conservative,5,8,8,8,7,8,8,8,8,8,8,7,8,8,8,8,7,8,8,8,8,8,8,7,8,8,8, M,1,43, Currently in Graduate/Professional Sch,, one or more times each week,3
66148, Slightly Liberal,3,8,8,8,3,8,5,1,1,8,8,1,8,8,1,8,8,1,8,1,7,5,5,8,8,1,7, F,0,64, Completed Graduate/Professional Degree,9, a few times a year,1
66149, Slightly Liberal,3,8,7,8,4,8,8,8,4,8,8,5,6,8,8,7,7,6,3,1,1,2,8,6,7,1,6, M,1,32, Some College/University,4, a few times a month,2
66162, Slightly Liberal,3,8,8,1,1,8,7,8,8,8,8,6,1,1,8,8,8,1,1,1,1,1,1,8,8,1,7, M,1,72, Completed College/University,6, Never,0
66172, Libertarian,,6,5,4,1,8,5,8,4,8,8,3,4,5,8,8,6,6,3,8,3,3,8,6,8,8,7, M,1,38, Completed Graduate/Professional Degree,9, a few times a month,2
66187, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,8,8,8,3,4,4,8,7,7,6,3,4,1,2,8,8,8,8,8, M,1,40, Completed Graduate/Professional Degree,9, a few times a month,2
66189, Libertarian,,8,8,8,4,8,8,8,4,8,8,3,6,4,8,7,8,8,2,6,8,1,8,5,6,1,5, M,1,28, Currently in Graduate/Professional Sch,, a few times a year,1
66198, Libertarian,,4,5,5,1,5,3,5,5,8,8,1,1,5,6,7,5,6,1,6,1,1,1,5,7,1,4, M,1,39, Completed Graduate/Professional Degree,9, Never,0
66205, Slightly Liberal,3,7,8,6,1,8,8,8,8,8,8,4,1,6,8,7,7,8,1,6,6,1,1,8,8,1,7, M,1,39, Completed Graduate/Professional Degree,9, a few times a month,2
66207, Liberal,2,8,8,6,3,7,5,7,6,7,7,7,4,5,8,7,5,6,2,7,6,1,6,8,8,4,7, M,1,34, Completed Graduate/Professional Degree,9, a few times a year,1
66218, Liberal,2,8,8,8,3,8,5,8,5,8,8,5,3,5,7,3,4,8,3,6,4,3,7,8,6,1,7, F,0,31, Some College/University,4, Never,0
66229, Liberal,2,7,8,8,4,8,6,8,5,7,8,1,1,6,7,6,,8,1,6,1,5,1,7,8,1,7, M,1,36, Some Graduate/Professional School,7, Never,0
66234, Slightly Liberal,3,8,8,8,4,8,5,8,8,8,8,7,8,8,8,8,7,8,6,7,6,4,8,8,8,8,7, F,0,42, Completed Graduate/Professional Degree,9, a few times a year,1
66241, Moderate/middle-of-the-road,4,8,8,8,2,8,7,8,7,8,8,6,7,8,8,7,8,8,1,6,1,1,7,8,8,1,7, M,1,33, Completed College/University,6, Never,0
66243, Very Conservative,7,8,5,8,1,8,4,8,8,8,8,4,8,4,8,8,8,8,4,6,1,4,8,8,6,4,5, M,1,23, Some College/University,4, one or more times each week,3
66246, Libertarian,,8,8,8,1,8,8,8,8,8,8,1,1,5,7,8,6,8,2,6,,1,4,8,7,1,8, M,1,44, Completed College/University,6, Never,0
66249, Liberal,2,8,8,8,1,8,8,8,1,8,8,5,8,8,8,6,7,8,2,1,7,2,7,8,8,1,8, F,0,51, Completed College/University,6, Never,0
66253, Very Liberal,1,8,8,8,8,8,8,8,7,8,8,1,1,1,8,1,1,8,1,1,1,1,1,8,7,1,1, M,1,56, Some College/University,4, Never,0
66255, Liberal,2,8,7,6,1,,6,8,5,8,8,4,1,5,8,8,8,8,1,3,6,1,1,6,7,1,5, M,1,42, Completed College/University,6, Never,0
66256, Very Liberal,1,8,8,8,1,8,2,8,5,1,8,3,1,8,5,1,7,8,2,1,1,1,1,8,8,1,4, M,1,40, Completed Graduate/Professional Degree,9, Never,0
66265, Slightly Conservative,5,8,7,4,1,8,8,8,6,8,8,5,1,4,7,1,6,8,1,8,1,1,1,8,7,5,5, M,1,43, Completed College/University,6, one or more times each week,3
66286, Libertarian,,5,1,5,2,8,8,8,5,1,7,1,2,1,7,1,5,6,2,5,1,3,1,6,7,1,6, M,1,30, Completed College/University,6, Never,0
66293, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,8,8,8,3,4,7,8,7,7,8,3,8,4,4,1,8,8,1,8, M,1,50, Completed Graduate/Professional Degree,9, a few times a year,1
66298, Liberal,2,8,8,8,1,8,8,8,1,8,8,1,8,8,8,1,1,1,1,1,1,1,8,1,8,1,8, F,0,26, Completed College/University,6, Never,0
66302, Liberal,2,5,6,3,1,8,5,8,6,5,8,1,3,8,6,6,8,8,3,6,1,5,3,8,8,1,5, M,1,27, Currently in Graduate/Professional Sch,, a few times a year,1
66321, Other,,8,8,8,6,8,8,8,7,8,8,1,1,7,8,8,7,7,1,7,1,1,1,8,8,1,8, M,1,36, Some Graduate/Professional School,7, Never,0
66322, Liberal,2,8,7,3,3,5,3,6,4,6,8,3,2,5,8,7,4,4,4,4,3,1,4,8,7,1,5, M,1,20, Currently in College,5, Never,0
66352, Liberal,2,8,8,8,4,8,8,8,8,8,8,1,8,8,8,8,8,8,4,8,7,4,8,8,8,1,8, F,0,75, Completed Graduate/Professional Degree,9, Never,0
66365, Slightly Liberal,3,8,6,5,1,7,3,8,6,6,7,4,1,1,7,1,7,5,8,7,1,8,8,8,8,1,7, M,1,21, Currently in College,5, a few times a year,1
66373, Liberal,2,7,8,5,4,7,4,6,5,5,7,4,3,5,6,6,5,6,7,6,4,5,8,7,8,5,5, M,1,36, Completed College/University,6, a few times a month,2
66377, Very Liberal,1,6,7,5,4,8,5,7,6,8,8,1,1,1,6,7,6,1,1,1,4,1,1,7,8,1,6, M,1,34, Completed Graduate/Professional Degree,9, Never,0
66387, Liberal,2,4,7,4,1,6,3,8,5,3,7,4,2,2,8,7,6,4,2,6,2,3,8,8,8,3,4, F,0,21, Currently in College,5, Never,0
66390, Slightly Liberal,3,6,5,4,2,4,3,6,4,1,5,2,2,2,7,4,4,1,1,4,1,3,7,6,6,1,5, M,1,30, Completed Graduate/Professional Degree,9, a few times a year,1
66393, Other,,1,8,,1,8,1,8,7,8,8,1,1,8,7,1,,8,1,1,1,1,8,1,8,1,8, M,1,57, Completed Graduate/Professional Degree,9, 99,
66414, Liberal,2,7,8,6,5,8,6,8,7,8,8,4,4,8,7,6,6,8,3,5,1,1,1,8,6,3,4, M,1,46, Completed High School,3, Never,0
66416, Slightly Conservative,5,8,8,8,1,5,8,8,6,8,8,1,6,6,8,8,6,8,1,6,6,4,8,8,8,1,8, M,1,39, Completed College/University,6, a few times a month,2
66421, Libertarian,,8,8,7,1,8,8,6,8,5,8,,5,2,8,7,5,8,3,1,1,5,4,8,8,1,3, M,1,56, Completed Graduate/Professional Degree,9, a few times a year,1
66423, Slightly Liberal,3,8,5,8,1,8,4,8,8,8,8,6,1,3,8,8,7,8,1,8,1,1,8,8,8,1,8, F,0,29, Currently in Graduate/Professional Sch,, one or more times each week,3
66443, Slightly Liberal,3,8,8,7,1,5,1,8,6,8,8,7,1,1,7,8,7,8,1,1,1,1,1,7,7,1,7, M,1,34, Currently in Graduate/Professional Sch,, Never,0
66447, Slightly Conservative,5,8,8,4,1,8,8,8,8,8,6,7,8,8,1,7,7,8,7,8,3,4,7,8,8,8,5, M,1,43, Some College/University,4, Never,0
66457, Slightly Liberal,3,8,8,8,1,8,8,8,1,8,8,8,8,8,7,8,7,8,8,8,8,8,8,8,8,8,8, F,0,37, Completed College/University,6, Never,0
66469, Slightly Liberal,3,8,6,8,3,8,4,8,5,6,8,2,3,4,8,7,6,5,2,6,3,1,4,7,8,1,7, M,1,39, Completed Graduate/Professional Degree,9, one or more times each week,3
66478, Slightly Liberal,3,8,8,8,8,8,8,8,8,8,8,6,1,8,1,7,1,1,4,8,8,4,6,7,7,1,6, F,0,43, Completed College/University,6, 99,
66481, Liberal,2,8,8,8,5,8,6,8,8,8,8,1,4,8,8,8,8,7,3,7,1,1,8,8,8,6,7, M,1,43, Completed College/University,6, Never,0
66483, Very Liberal,1,8,8,8,5,8,6,8,5,8,8,1,1,1,6,7,5,5,1,4,1,1,7,6,6,8,5, M,1,26, Completed College/University,6, Never,0
66487, Liberal,2,8,8,8,8,8,1,8,8,8,8,1,8,1,8,8,8,1,1,1,1,7,8,8,8,8,8, F,0,21, Currently in College,5, Never,0
66497, Slightly Liberal,3,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,7,8,7,8,6,8,7,8,8,1,8, F,0,59, Completed College/University,6, Never,0
66503, Slightly Liberal,3,8,7,3,2,7,4,5,4,6,5,2,2,2,6,5,8,5,2,7,1,1,4,6,7,4,5, M,1,31, Completed Graduate/Professional Degree,9, a few times a year,1
66506, Liberal,2,8,7,2,3,2,3,8,4,8,8,1,1,3,8,6,6,6,2,1,2,1,5,5,7,5,4, M,1,24, Completed College/University,6, Never,0
66514, Slightly Liberal,3,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,1,1,1,1,8,8,8,7,8, F,0,59, Completed Graduate/Professional Degree,9, one or more times each week,3
66522, Slightly Liberal,3,8,7,4,1,8,4,8,8,8,8,1,4,8,6,7,6,8,2,5,1,1,4,8,8,1,7, M,1,38, Completed College/University,6, a few times a year,1
66523, Very Liberal,1,6,4,2,1,2,1,4,3,1,7,1,2,2,4,6,6,4,1,3,1,2,1,4,5,3,4, F,0,20, Currently in College,5, a few times a year,1
66527, Liberal,2,8,8,8,3,7,8,8,5,8,8,3,3,5,8,7,7,8,5,7,5,4,8,8,7,4,8, F,0,46, Completed Graduate/Professional Degree,9, a few times a year,1
66531, Moderate/middle-of-the-road,4,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,7,8,7,8,8,8,8,8,8, F,0,42, Completed Graduate/Professional Degree,9, a few times a month,2
66532, Very Liberal,1,8,7,8,6,8,5,7,5,8,8,2,4,6,7,8,8,8,2,8,1,1,6,8,7,8,6, M,1,24, Some College/University,4, Never,0
66556, Liberal,2,7,8,8,3,8,2,8,8,6,8,3,4,4,8,7,8,8,3,6,8,4,8,7,8,4,6, M,1,29, Completed Graduate/Professional Degree,9, Never,0
66558, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,8,8,8,1,1,8,8,8,7,7,1,8,8,1,1,8,8,1,8, M,1,36, Completed College/University,6, Never,0
66564, Slightly Liberal,3,8,8,4,1,8,7,8,5,8,8,8,8,7,8,7,7,7,8,4,6,1,7,8,8,6,5, F,0,24, Completed College/University,6, a few times a year,1
66567, Other,,8,8,8,1,8,5,8,8,6,8,1,1,6,7,7,7,7,1,5,6,1,1,8,8,8,8, F,0,39, Completed College/University,6, Never,0
66577, Liberal,2,7,7,8,1,8,7,8,7,7,8,7,7,8,8,8,8,8,7,1,1,1,7,8,8,1,, M,1,59, Completed College/University,6, a few times a year,1
66584, Conservative,6,6,7,8,1,8,8,8,5,8,8,1,6,4,8,8,5,8,5,7,5,1,5,6,8,1,8, M,1,31, Completed Graduate/Professional Degree,9, one or more times each week,3
66586, Very Liberal,1,8,8,1,1,8,5,8,4,7,8,1,1,1,1,1,1,1,1,1,1,1,1,4,7,1,2, M,1,28, Completed Graduate/Professional Degree,9, Never,0
66610, Libertarian,,8,8,5,1,3,3,8,6,1,6,3,1,4,8,7,8,8,1,7,1,1,7,8,8,1,6, M,1,34, Completed Graduate/Professional Degree,9, Never,0
66621, Other,,8,8,8,1,8,7,8,8,8,8,1,1,3,8,1,8,8,1,1,4,1,1,7,8,4,7, M,1,42, Completed Graduate/Professional Degree,9, Never,0
66623, Liberal,2,8,8,5,3,2,3,6,4,8,8,3,3,4,7,8,7,6,2,6,1,1,8,6,8,1,8, F,0,32, Completed Graduate/Professional Degree,9, 99,
66625, Libertarian,,8,8,8,3,8,3,4,8,8,8,3,4,8,8,8,8,8,1,8,8,8,3,8,8,5,8, M,1,42, Completed Graduate/Professional Degree,9, one or more times each week,3
66627, Slightly Conservative,5,8,8,4,2,8,5,8,5,8,8,3,8,5,7,7,7,7,5,5,2,2,7,8,7,1,5, M,1,25, Currently in Graduate/Professional Sch,, a few times a year,1
66630, Slightly Liberal,3,8,8,8,1,8,8,8,8,8,8,1,1,8,8,8,8,8,1,1,8,1,1,8,8,1,8, F,0,55, Completed College/University,6, a few times a year,1
66635, Liberal,2,7,7,5,2,7,6,8,5,8,7,1,3,3,8,6,5,8,1,6,1,1,4,3,7,1,5, M,1,28, Completed Graduate/Professional Degree,9, Never,0
66638, Liberal,2,8,7,8,4,8,5,8,4,8,8,5,2,5,8,5,8,6,1,1,5,4,4,7,8,1,8, F,0,31, Completed Graduate/Professional Degree,9, a few times a month,2
66673, Moderate/middle-of-the-road,4,8,8,8,3,8,5,8,6,7,8,2,4,7,8,7,7,8,2,6,5,8,8,8,1,1,5, M,1,38, Completed Graduate/Professional Degree,9, one or more times each week,3
66687, Conservative,6,8,4,8,1,8,8,8,4,8,5,5,6,8,8,8,5,8,6,7,4,5,8,6,8,8,8, F,0,22, Currently in College,5, one or more times each week,3
66688, Libertarian,,8,1,4,2,8,1,8,1,8,8,1,1,4,6,1,5,4,3,8,1,1,1,6,7,4,7, M,1,22, Currently in College,5, Never,0
66696, Slightly Conservative,5,8,8,8,1,8,8,8,1,8,8,1,8,8,8,7,8,8,8,8,8,8,8,8,8,1,8, M,1,52, Completed Graduate/Professional Degree,9, one or more times each week,3
66697, Liberal,2,8,8,5,8,8,4,8,5,3,6,5,5,4,4,4,5,8,3,8,4,3,5,8,8,4,8, M,1,34, Completed Graduate/Professional Degree,9, Never,0
66699, Liberal,2,6,7,1,,7,5,7,5,4,8,1,1,4,8,7,7,8,1,5,1,1,5,8,7,1,5, M,1,39, Some Graduate/Professional School,7, a few times a year,1
66703, Liberal,2,8,8,5,5,8,3,8,5,8,8,4,3,3,7,8,6,5,1,3,3,1,3,7,8,4,5, F,0,29, Completed Graduate/Professional Degree,9, Never,0
66708, Liberal,2,8,8,8,7,6,1,8,7,8,7,5,4,7,8,7,6,8,5,5,5,5,8,8,8,8,8, F,0,26, Currently in Graduate/Professional Sch,, a few times a year,1
66716, Slightly Liberal,3,8,8,8,4,8,8,8,8,8,8,4,5,5,8,7,7,8,6,8,1,1,5,8,8,1,8, F,0,54, Completed Graduate/Professional Degree,9, Never,0
66726, Very Liberal,1,8,6,5,3,8,8,8,5,8,8,1,3,3,6,6,5,5,1,1,1,2,2,5,8,5,6, M,1,47, Completed Graduate/Professional Degree,9, a few times a year,1
66727, Liberal,2,8,8,6,3,6,7,7,6,5,7,3,3,3,8,1,5,7,2,6,1,4,5,4,6,1,7, F,0,61, Completed College/University,6, 99,
66737, Liberal,2,8,7,7,4,8,6,8,6,8,8,4,5,5,8,7,6,8,3,6,6,5,6,7,8,5,8, M,1,55, Completed Graduate/Professional Degree,9, Never,0
66744, Slightly Conservative,5,8,8,4,5,8,8,8,5,8,8,2,4,4,8,7,7,6,3,4,8,1,8,8,7,4,4, M,1,47, Completed College/University,6, Never,0
66747, Slightly Liberal,3,8,4,8,1,8,4,8,5,8,8,1,4,4,8,2,8,8,4,1,1,3,6,8,7,4,3, M,1,36, Completed Graduate/Professional Degree,9, a few times a year,1
66763, Liberal,2,8,8,6,1,8,7,8,8,8,8,1,1,6,7,8,6,1,1,1,7,1,1,8,7,1,8, F,0,32, Completed College/University,6, Never,0
66764, Liberal,2,8,8,8,1,8,6,8,6,8,8,1,1,6,8,7,6,7,1,1,1,1,8,8,8,1,6, M,1,58, Completed Graduate/Professional Degree,9, one or more times each week,3
66767, Slightly Liberal,3,5,6,3,2,8,4,6,3,8,8,4,3,2,7,6,7,3,2,3,1,2,2,8,8,4,4, M,1,23, Completed College/University,6, a few times a year,1
66769, Libertarian,,8,8,7,1,8,1,8,4,8,8,3,1,5,7,8,8,8,1,6,8,1,8,8,8,3,6, F,0,24, Completed College/University,6, a few times a month,2
66770, Other,,8,5,4,3,8,5,4,4,8,8,1,1,3,7,6,4,6,1,4,1,1,1,8,6,1,6, M,1,30, Some Graduate/Professional School,7, Never,0
66773, Liberal,2,8,8,4,1,8,4,8,8,8,8,1,1,8,8,1,8,8,1,1,1,1,8,8,8,1,8, M,1,42, Completed College/University,6, a few times a year,1
66777, Moderate/middle-of-the-road,4,8,8,7,6,8,8,8,7,8,8,1,1,7,8,8,8,7,1,1,1,4,1,8,8,1,7, F,0,47, Currently in College,5, Never,0
66779, Liberal,2,8,8,1,8,8,8,8,8,8,8,8,1,8,8,8,8,1,8,1,8,8,8,8,8,8,8, M,1,28, Some College/University,4, a few times a year,1
66785, Very Liberal,1,8,8,5,6,6,8,8,6,8,8,1,1,1,8,1,8,2,1,7,1,1,1,7,8,1,1, M,1,30, Currently in Graduate/Professional Sch,, Never,0
66789, Libertarian,,6,7,5,2,5,5,8,5,7,7,3,2,2,8,6,4,7,2,5,2,4,7,5,7,7,5, M,1,28, No Answer,, 99,
66792, Liberal,2,8,8,8,1,8,5,8,6,8,8,8,4,4,7,7,6,8,1,1,1,1,8,8,7,1,4, M,1,43, Completed College/University,6, Never,0
66795, Liberal,2,5,8,3,2,8,8,8,1,8,8,1,8,4,6,1,7,6,1,5,1,1,7,3,8,1,5, M,1,22, Currently in College,5, a few times a year,1
66802, Liberal,2,8,8,8,8,8,8,8,6,8,8,8,8,8,8,7,7,8,5,8,1,1,8,8,8,7,6, F,0,29, Some Graduate/Professional School,7, a few times a month,2
66805, Liberal,2,8,8,5,4,8,5,8,4,8,8,1,1,4,8,8,5,8,1,6,1,1,4,6,8,1,6, M,1,26, Completed Graduate/Professional Degree,9, Never,0
66814, Liberal,2,6,6,5,3,6,4,6,7,7,7,2,3,5,8,6,7,7,4,4,3,5,5,5,7,4,7, M,1,34, Completed College/University,6, Never,0
66815, Slightly Conservative,5,8,8,8,5,6,8,8,5,8,8,5,7,8,8,8,8,7,6,7,8,1,8,8,8,1,7, F,0,28, Completed College/University,6, a few times a year,1
66831, Liberal,2,8,8,8,7,8,8,8,8,8,8,7,8,8,8,8,1,7,7,8,8,1,8,8,8,8,8, F,0,55, Completed College/University,6, Never,0
66848, Liberal,2,1,8,8,1,8,8,8,8,8,8,1,1,8,8,8,8,8,1,8,8,8,8,3,8,1,8, F,0,57, Completed College/University,6, a few times a month,2
66859, Very Liberal,1,8,8,8,7,8,7,8,8,8,8,6,7,7,8,7,8,8,6,7,5,7,7,8,8,8,7, M,1,50, Some Graduate/Professional School,7, Never,0
66860, Very Liberal,1,6,8,8,3,8,3,8,8,8,8,6,1,5,8,7,8,7,3,6,1,1,5,5,7,8,7, F,0,30, Currently in Graduate/Professional Sch,, a few times a year,1
66875, Very Liberal,1,8,8,8,3,8,8,8,1,8,8,1,3,8,8,1,6,8,1,8,4,1,8,1,8,1,8, F,0,31, Currently in Graduate/Professional Sch,, a few times a year,1
66887, Very Liberal,1,7,4,4,1,4,3,1,1,1,7,1,2,3,5,1,4,4,2,3,1,1,2,4,6,5,6, M,1,32, Some College/University,4, Never,0
66889, Moderate/middle-of-the-road,4,8,8,8,7,8,8,8,8,8,8,7,7,8,8,8,7,8,8,7,7,1,8,8,8,7,8, M,1,47, Completed College/University,6, Never,0
66899, Liberal,2,8,8,6,1,8,4,8,7,8,8,1,3,5,8,7,7,8,1,5,4,1,5,8,8,1,4, M,1,37, Completed College/University,6, Never,0
66900, Slightly Conservative,5,8,7,5,2,8,5,8,5,8,8,4,4,3,7,7,7,3,3,7,4,2,8,6,8,5,7, F,0,25, Completed College/University,6, a few times a month,2
66903, Very Liberal,1,4,6,5,3,6,8,7,5,8,8,4,3,3,7,7,6,5,2,5,4,1,4,5,7,4,4, M,1,40, Completed Graduate/Professional Degree,9, Never,0
66905, Slightly Liberal,3,8,8,7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,1,8, M,1,80, Completed Graduate/Professional Degree,9, 99,
66908, Slightly Liberal,3,8,8,4,2,4,3,8,5,8,8,1,3,5,7,1,4,5,2,7,3,1,8,7,7,4,3, M,1,33, Completed College/University,6, Never,0
66916, Liberal,2,7,8,8,4,8,8,8,6,8,8,5,7,7,8,7,8,8,6,7,6,5,8,8,8,5,6, M,1,48, Some College/University,4, one or more times each week,3
66927, Moderate/middle-of-the-road,4,8,8,6,1,8,8,8,6,8,8,2,6,4,8,7,6,8,3,7,8,1,6,8,7,5,6, M,1,37, Completed Graduate/Professional Degree,9, Never,0
66937, Slightly Liberal,3,8,6,1,3,8,3,8,4,8,8,1,3,1,7,1,7,2,1,7,3,1,6,5,7,1,4, M,1,31, Some Graduate/Professional School,7, Never,0
66956, Moderate/middle-of-the-road,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8, F,0,71, Some Graduate/Professional School,7, a few times a year,1
66958, Conservative,6,8,8,8,3,8,8,8,8,8,8,8,1,8,6,8,1,8,8,7,8,1,1,1,8,1,8, M,1,60, Some Graduate/Professional School,7, 99,
66963, Liberal,2,7,8,6,1,,5,8,5,8,8,1,4,5,8,8,6,8,2,4,5,,1,6,8,1,5, M,1,36, Completed College/University,6, Never,0
66964, Liberal,2,8,7,8,1,8,8,5,6,8,8,4,5,5,8,7,8,8,5,8,6,5,6,8,8,5,6, M,1,59, Some Graduate/Professional School,7, Never,0
66970, Libertarian,,8,3,7,3,8,4,8,8,8,8,5,3,4,8,7,8,8,3,7,4,1,1,7,7,4,6, M,1,38, Completed Graduate/Professional Degree,9, Never,0
66978, Liberal,2,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,1,8,8,1,8,8,8,1,8, F,0,27, Completed Graduate/Professional Degree,9, Never,0
66980, Very Liberal,1,7,8,7,2,8,4,6,5,6,8,1,3,4,8,7,4,8,1,7,4,1,4,7,7,1,7, M,1,45, Completed Graduate/Professional Degree,9, a few times a year,1
66995, Slightly Liberal,3,8,8,8,8,8,8,8,6,8,8,3,4,8,8,7,6,8,1,6,1,2,1,8,8,5,8, M,1,31, Completed Graduate/Professional Degree,9, Never,0
66996, Libertarian,,6,6,5,2,4,3,5,4,5,6,4,1,3,6,5,5,6,3,1,1,2,2,5,6,1,4, M,1,31, Completed Graduate/Professional Degree,9, Never,0
66997, Libertarian,,6,7,5,1,7,5,8,6,8,7,1,8,7,8,7,6,8,4,6,7,3,8,8,8,7,7, M,1,37, Completed College/University,6, Never,0
67002, Very Liberal,1,8,8,8,8,8,8,8,5,8,8,1,1,1,8,1,1,1,1,1,8,1,1,8,8,1,8, F,0,47, Completed High School,3, Never,0
67005, Liberal,2,8,8,8,8,8,7,8,7,7,8,7,7,8,8,7,7,8,7,7,1,7,8,8,7,7,8, F,0,51, Some College/University,4, Never,0
67007, Slightly Liberal,3,8,7,5,2,5,4,7,4,6,7,1,1,4,5,6,6,7,2,5,1,1,3,7,6,3,5, M,1,31, Completed College/University,6, Never,0
67010, Slightly Liberal,3,5,7,7,2,8,5,8,7,8,8,8,8,8,8,8,8,8,7,7,6,1,8,8,8,8,8, F,0,23, Completed College/University,6, a few times a year,1
67019, Liberal,2,7,8,8,1,8,8,8,6,8,8,4,1,6,8,7,6,8,1,7,1,5,1,6,8,7,8, M,1,48, Completed Graduate/Professional Degree,9, a few times a month,2
67020, Very Liberal,1,4,5,4,2,4,3,4,3,3,6,2,2,2,8,5,4,3,2,3,3,1,2,4,7,2,3, M,1,22, Currently in College,5, Never,0
67031, Liberal,2,8,5,4,1,4,1,8,4,6,6,3,2,3,7,1,5,8,1,3,1,1,3,3,8,1,5, M,1,24, Completed Graduate/Professional Degree,9, a few times a year,1
67032, Liberal,2,8,8,6,2,8,4,8,4,8,8,3,1,6,6,7,4,4,1,5,7,1,8,8,7,6,1, M,1,32, Completed Graduate/Professional Degree,9, Never,0
67037, Slightly Liberal,3,8,8,8,1,8,8,8,8,8,8,5,5,8,8,6,6,7,5,5,6,8,8,8,8,5,8, F,0,42, Completed Graduate/Professional Degree,9, a few times a year,1
67050, Very Liberal,1,7,8,2,1,4,3,4,3,3,8,2,1,2,8,7,5,6,1,4,2,1,1,8,1,1,4, M,1,19, Currently in College,5, a few times a year,1
67052, Moderate/middle-of-the-road,4,8,8,8,8,8,4,8,4,8,8,3,5,5,4,7,6,8,1,3,4,1,1,8,8,5,8, M,1,32, Completed College/University,6, a few times a year,1
67058, Moderate/middle-of-the-road,4,8,8,8,2,8,8,8,8,8,8,7,8,8,8,8,8,8,8,7,8,1,8,8,8,5,6, M,1,28, Currently in Graduate/Professional Sch,, Never,0
67069, Conservative,6,1,1,8,1,8,8,8,1,8,8,7,1,7,1,7,7,8,1,7,1,1,8,7,8,1,1, M,1,45, No Answer,, a few times a year,1
67072, Very Liberal,1,8,7,8,3,7,6,8,8,8,8,5,5,4,8,8,8,8,2,7,6,4,6,8,8,5,8, M,1,33, Completed Graduate/Professional Degree,9, Never,0
67082, Liberal,2,7,8,6,4,8,4,6,5,8,8,5,3,5,5,1,7,6,4,6,1,1,8,6,7,1,7, F,0,25, Completed College/University,6, a few times a year,1
67084, Very Liberal,1,8,8,5,8,8,5,8,6,5,7,1,1,1,7,1,1,6,1,3,1,1,1,8,7,1,8, F,0,26, Completed Graduate/Professional Degree,9, Never,0
67118, Liberal,2,8,8,8,4,8,7,,8,8,8,5,6,8,8,8,7,7,8,6,4,1,8,8,8,6,8, M,1,51, Currently in Graduate/Professional Sch,, one or more times each week,3
67125, Very Liberal,1,8,8,8,1,8,8,8,8,8,8,8,1,1,8,1,8,8,1,1,8,1,1,8,8,1,8, F,0,49, Completed Graduate/Professional Degree,9, Never,0
67127, Liberal,2,8,8,7,1,8,1,8,4,8,8,1,8,5,8,8,8,8,7,8,3,1,1,8,8,8,8, F,0,22, Completed College/University,6, a few times a year,1
67142, Liberal,2,8,8,8,1,8,6,8,8,8,8,3,5,5,8,7,6,8,5,8,6,3,6,8,7,5,6, M,1,58, Completed College/University,6, a few times a month,2
67144, Libertarian,,8,8,6,5,8,5,8,6,8,8,4,6,8,6,7,5,7,1,7,1,4,6,8,8,5,6, M,1,31, Completed College/University,6, Never,0
67148, Slightly Liberal,3,8,7,8,1,8,8,8,5,8,8,1,4,8,8,7,8,8,3,6,8,1,4,8,7,1,5, M,1,37, Completed Graduate/Professional Degree,9, a few times a month,2
67149, Liberal,2,8,6,8,1,8,8,8,8,8,8,3,1,1,8,1,8,8,1,3,1,1,1,8,8,1,4, M,1,45, Completed College/University,6, Never,0
67174, Liberal,2,6,6,5,1,4,4,5,4,1,6,1,1,1,8,1,6,1,1,4,1,1,1,8,6,5,5, F,0,30, Currently in Graduate/Professional Sch,, Never,0
67179, Slightly Liberal,3,8,8,6,2,7,7,8,6,7,8,4,1,8,7,8,8,7,8,7,4,4,8,8,8,8,8, F,0,25, Currently in College,5, a few times a year,1
67191, Moderate/middle-of-the-road,4,6,7,6,2,7,5,7,5,6,7,2,3,4,6,7,6,7,2,6,4,3,1,5,7,1,5, M,1,53, Completed Graduate/Professional Degree,9, Never,0
67201, Liberal,2,7,6,6,3,7,3,8,6,7,6,1,2,6,8,7,7,7,3,5,5,1,2,4,7,1,5, M,1,32, Completed Graduate/Professional Degree,9, Never,0
