V101,gender,educ,race,pid7,pid3,ideo5,emote,treatd,lovec,auth,purity,math,weak,unfair,betray,conform,disgust,cruel,rights,loyal,chaos,goddis,compat,treatf,proudc,authc,nodisgust,dogood,hurt,justice,loyalf,roles,notnat,kill,rich,team,obey,chaste,religattend,income,age,state,zip,county,inputstate
162371799,1,4,1,4,3,3,3,3,,4,,2,,,4,3,,,,4,,3,5,,6,6,6,,6,,,,,6,3,,,3,1,9,81,TX,77356,Montgomery TX,48
162372365,2,5,1,1,1,2,,4,2,3,,,5,5,4,2,,,,3,,,6,,6,,,6,6,4,2,5,,,,,3,,6,9,37,WA,98229,Whatcom WA,53
162373591,1,5,7,4,3,4,,,1,5,,1,5,,2,2,,4,5,,,,,,4,5,,5,,3,5,5,5,,,,1,,2,5,59,SC,29061,Richland SC,45
162374705,2,3,1,1,1,3,4,6,5,5,,4,,,5,,,,5,,5,,,,6,,6,6,6,,6,,,,,3,4,6,4,3,65,ID,83352,Lincoln ID,16
162374991,1,3,1,1,1,1,6,6,,,3,1,,,,2,,6,6,,,1,6,,5,5,2,6,,,,,,6,6,,3,,6,2,67,KY,40515,Fayette KY,21
162375289,2,3,1,1,1,2,5,5,,5,,2,5,,,,5,,5,4,,,,,5,,4,1,6,4,,,,,6,2,5,,6,,73,NY,13212,Onondaga NY,36
162376658,1,2,1,7,2,5,2,2,3,,5,,3,,4,4,,,5,,,,,5,6,6,,,,,5,6,,,1,,6,6,2,,79,WA,98370,Kitsap WA,53
162377030,1,4,1,1,1,3,5,,5,,,2,4,,,4,,4,,3,4,,4,6,6,,5,,,,,,,,,,,,4,4,59,FL,33315,Broward FL,12
162377094,1,5,1,5,3,5,4,4,4,4,6,,,,6,,4,,,,6,,4,4,,,5,6,,4,,,4,,,,6,6,1,7,70,GA,30062,Cobb GA,13
162377961,2,6,1,4,3,4,,4,,4,,,,3,,2,,5,5,,6,6,4,4,3,,4,,,,3,,2,,,,4,6,2,3,59,MN,55106,Ramsey MN,27
162378012,2,2,1,7,2,4,6,6,,6,6,,,,,4,4,,,5,5,,,6,,6,4,6,,6,,2,3,,,2,,,5,11,59,FL,33543,Pasco FL,12
162378510,2,6,7,4,3,3,,,,5,,,6,4,4,2,,5,,,4,6,5,4,,,,6,,5,,,2,5,1,,1,,3,,64,OH,45406,Montgomery OH,39
162379453,2,5,2,1,1,2,,5,,6,6,4,,4,,,5,,,4,,4,6,5,4,6,5,6,,,4,,,6,,,,,5,6,65,NY,10453,Bronx NY,36
162381564,1,3,1,1,1,1,4,5,3,4,4,2,4,6,6,5,5,6,6,4,6,1,6,6,5,4,5,5,6,6,5,2,4,2,2,1,5,5,4,1,66,MO,63109,St. Louis city MO,29
162382606,2,5,1,6,2,5,5,4,,,,,5,4,2,,,5,6,,,6,6,,,6,6,6,,,,,6,,2,2,6,,1,3,69,WV,26003,Ohio WV,54
162384064,1,2,1,7,2,4,,,5,5,,,5,5,3,,3,,3,,3,,2,,,6,,,,6,6,,,,,,,,2,6,76,MI,49735,Otsego MI,26
162384078,2,5,1,2,1,3,4,,4,4,5,,,,5,,,5,,,5,6,,,,6,,6,,6,,,6,5,4,5,5,,2,4,78,KS,66111,Wyandotte KS,20
162384639,2,2,1,3,3,2,,5,,3,5,1,5,,5,,,5,,,,3,,,,4,3,6,,4,,2,,4,3,,5,,5,9,33,WV,25403,Berkeley WV,54
162385398,1,5,1,3,3,3,,,4,,,2,6,6,6,4,,6,,6,,,6,6,6,6,,6,6,,,,,,3,,,4,5,3,54,LA,70737,Ascension Parish LA,22
162385849,1,5,1,1,1,1,,3,,3,,3,3,,,3,3,3,3,,,,,6,6,,,6,6,,,1,6,,,6,1,,6,9,62,TX,75204,Dallas TX,48
162385958,1,3,1,,3,3,2,,2,,5,1,3,,,2,,5,,2,,,4,,,,,,4,,4,2,,1,1,3,,5,,,61,CA,93307,Kern CA,6
162386374,1,4,1,4,3,4,4,,5,,,2,,,,5,4,,5,1,5,,5,5,,,,5,6,6,,1,,2,,2,,,6,7,67,GA,30107,Cherokee GA,13
162386948,2,3,1,1,1,2,6,5,4,4,5,1,5,5,5,2,4,6,6,5,5,1,6,6,6,5,4,6,6,5,6,1,1,5,1,2,4,1,5,5,70,NY,11021,Nassau NY,36
162388496,1,6,1,1,1,2,3,,,2,,,,,1,2,1,,5,3,5,,5,5,6,4,,5,4,,,,,,3,,4,,6,11,69,OR,97219,Multnomah OR,41
162390584,1,4,1,4,3,4,5,4,4,,6,1,6,6,6,5,6,6,6,5,6,1,5,5,4,6,6,6,6,6,4,5,3,3,2,3,5,4,6,4,67,MO,64118,Clay MO,29
162390864,1,5,1,7,2,5,,5,,,4,4,3,,,,,,5,5,6,1,4,4,5,,5,,,,4,4,,2,,,2,,6,4,59,MD,21117,Baltimore MD,24
162391115,1,2,1,5,3,4,3,,,,4,,,,5,3,,,4,5,3,5,5,4,,5,,,5,,,5,4,,1,3,,,3,,68,CT,6492,New Haven CT,9
162394905,1,2,1,4,3,3,,,5,,4,,,5,1,1,,5,1,2,,,,1,6,5,4,,,,,4,4,,1,3,,,3,7,58,IL,60025,Cook IL,17
162395053,1,4,1,7,2,5,5,,,,5,,,6,,5,4,5,6,,5,,,,,4,,,,6,4,,3,1,1,1,,3,2,9,73,GA,30546,Towns GA,13
162395366,1,5,1,5,3,4,,5,5,,,1,5,,5,5,,5,,,,5,,,6,,,,,5,5,6,6,,2,4,6,,3,11,69,MD,21113,Anne Arundel MD,24
162399345,1,5,1,4,3,2,4,4,,2,4,2,5,,,4,5,,,,,,4,,,4,,6,5,,,,5,,5,4,,4,6,14,68,CO,80207,Denver CO,8
162399788,1,3,1,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,1,3,6,6,6,5,,69,NY,11776,Suffolk NY,36
162399873,1,3,1,7,2,5,1,1,1,,,,1,1,1,,1,,,1,,,6,,,6,,6,,6,6,,,,,4,6,6,2,3,57,CA,95122,Santa Clara CA,6
162400410,2,4,1,7,2,5,,,,6,6,,6,6,6,,5,6,,,,6,6,,6,6,5,6,,,6,,,,,4,5,,3,3,52,LA,70560,Iberia Parish LA,22
162402625,1,2,6,5,3,3,3,,,,,3,,5,6,,,6,6,,5,4,4,,,,,6,2,4,4,,,4,3,3,,,5,4,50,MI,48125,Wayne MI,26
162404667,2,4,1,7,2,5,6,,,,6,1,,,,,,6,6,3,4,6,6,,,6,6,,1,,6,,,3,,2,5,,1,5,34,AL,36695,Mobile AL,1
162405961,1,5,1,5,3,3,,,,6,6,,,,6,,6,4,6,3,,5,4,6,6,,,,1,6,,,,2,1,5,,,3,10,39,NE,68629,Colfax NE,31
162409007,2,2,1,7,2,4,,3,5,,,,6,,,5,,5,4,5,6,,4,,,,5,,4,,3,,6,3,1,,,6,4,11,44,TX,78247,Bexar TX,48
162409408,2,2,1,2,1,3,6,,,6,,,6,,6,,,6,6,,6,6,6,6,6,,,,,,6,,6,,,5,6,6,2,,62,OH,44212,Medina OH,39
162410496,2,4,1,1,1,1,5,,5,,4,2,,6,5,,4,,,5,,,6,,6,,,,,,5,5,,6,4,4,5,,2,3,72,CO,80501,Boulder CO,8
162413198,2,3,1,7,2,5,3,3,1,1,1,1,1,1,1,1,3,3,3,1,3,6,5,6,5,6,6,5,4,5,1,6,5,6,1,3,5,6,2,2,62,LA,71403,Vernon Parish LA,22
162414867,2,2,2,1,1,2,,3,,,3,,,,,3,3,,,,,,,6,,4,4,,4,,5,,5,5,,,,5,2,2,59,NY,10456,Bronx NY,36
162418635,1,2,2,4,3,3,5,,,4,,,6,,5,,4,4,,4,5,,,,,5,3,,3,3,,5,3,2,,2,,,6,4,39,IL,60651,Cook IL,17
162419187,1,2,1,2,1,3,5,5,,,4,,,,5,4,,5,5,,,3,,6,,,5,,6,6,,,3,2,,4,5,,5,,69,MO,63026,St. Louis MO,29
162419324,2,1,1,7,2,5,5,5,6,5,5,,,,,,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,60,WI,53066,Waukesha WI,55
162420892,1,5,1,5,,5,3,,,6,,,5,6,5,,,6,,5,6,,2,,5,,,,6,,,,,1,1,3,1,5,2,8,54,TX,75630,Marion TX,48
162422750,2,6,3,5,3,4,,5,6,6,5,,,,,,6,,6,,3,4,,,,6,3,,,5,6,6,1,,1,,,1,4,8,45,VT,5450,Franklin VT,50
162425572,2,3,1,7,2,5,,4,,6,,2,6,,,,6,6,5,,,6,6,4,,6,6,,6,,,,6,3,1,,,,1,2,52,OK,74003,Washington OK,40
162426675,2,2,1,,2,5,,4,,4,,,,5,,4,,4,5,4,4,,,5,,6,,6,6,5,,6,,6,,,5,,4,6,72,OR,97217,Multnomah OR,41
162429098,2,3,1,1,1,2,5,6,4,4,5,1,6,6,4,4,2,5,6,3,4,6,6,6,5,6,4,6,6,6,1,3,2,6,3,3,5,5,2,7,55,OH,45247,Hamilton OH,39
162430014,1,5,1,7,2,4,,5,,5,,5,,6,,4,,,5,4,,5,,,6,,,6,,6,,6,6,,3,4,6,,5,4,63,NC,27513,Wake NC,37
162430542,1,5,2,1,1,2,,,5,,,,5,,5,2,5,5,,3,,5,,,,,6,6,4,,,6,4,,1,2,,5,2,10,47,TN,38128,Shelby TN,47
162430599,1,2,1,1,1,3,6,5,,6,6,,,5,,,,,6,6,,6,6,6,6,,,6,,,,3,,,1,,5,5,2,3,50,MO,63104,St. Louis city MO,29
162432279,1,5,1,5,,5,5,6,,,,,6,,6,5,5,,5,,6,,,,5,,6,,5,,,6,6,,1,,5,6,1,5,43,NM,87109,Bernalillo NM,35
162433137,2,5,1,1,1,1,3,3,3,4,1,3,5,5,5,1,6,6,6,5,6,1,4,6,4,6,4,6,6,6,2,3,1,1,1,3,4,1,4,6,24,NY,10458,Bronx NY,36
162434845,2,3,1,6,2,4,,,2,,5,1,,,2,2,,,3,2,3,,,5,6,,,6,,5,,5,,,3,4,6,,4,3,30,FL,34219,Manatee FL,12
162437629,1,3,3,4,3,3,4,4,4,,5,,,5,,,4,5,5,,,,6,,4,4,3,,,,4,,,6,3,,,2,2,8,22,TX,78727,Travis TX,48
162437861,2,5,1,1,1,2,5,5,5,,4,2,6,6,3,,,,,,,,,6,4,,6,,,3,6,2,,,,3,,3,5,4,40,OK,74105,Tulsa OK,40
162438047,2,2,1,2,1,4,4,5,5,,6,,5,,,4,,,5,,,6,,6,,,,,5,6,5,,4,,3,4,5,,1,4,80,WV,25064,Kanawha WV,54
162438184,2,3,1,5,3,4,,,4,4,,4,,,4,5,5,,,4,,3,,4,,4,,6,6,,4,,,5,1,,3,,6,5,53,NH,3851,Strafford NH,33
162438468,2,3,1,1,1,3,4,4,,,,,,4,4,4,,4,4,,4,,3,3,3,,,3,,3,,3,,,3,,,3,4,2,38,NY,11205,Kings NY,36
162440203,1,3,1,7,2,5,5,,6,,,,6,6,6,5,6,6,,,,,,,,6,6,6,6,5,3,,,,1,1,,,2,4,70,SC,29511,Horry SC,45
162441679,2,6,2,1,1,,4,,,,6,1,4,,,1,,,,2,6,5,6,,5,,3,,,5,,,3,5,,,3,5,4,7,36,MA,2122,Suffolk MA,25
162441933,1,3,1,4,3,4,3,,4,3,,1,,,,,3,4,6,5,,,5,6,5,,,,,,6,5,,5,2,1,,,5,4,72,TN,37769,Anderson TN,47
162442083,2,2,1,1,1,,,,6,,6,1,,,6,6,6,6,,6,,,,,6,,,6,6,6,1,6,,6,,,6,,5,5,52,WV,26362,Ritchie WV,54
162442099,2,2,1,7,2,5,4,,4,4,,,,,4,,,,,,,,,,6,5,,5,1,,4,,5,2,,,6,,2,,64,OR,97017,Clackamas OR,41
162445053,1,3,1,5,3,3,,4,5,,5,1,,5,5,,,6,,,,1,,,,6,2,6,,6,,,1,1,1,,,4,6,5,56,MI,49093,St. Joseph MI,26
162445192,1,3,2,1,1,1,5,,,6,,2,4,,,,6,6,,3,,6,6,,5,6,,,6,5,2,5,,5,,,,,5,6,59,WA,98409,Pierce WA,53
162445301,2,2,1,,2,4,,,5,5,,,5,5,,,5,5,,5,,5,6,,,,6,6,,,,6,6,,4,6,,6,2,2,65,GA,30735,Gordon GA,13
162445329,2,3,1,4,3,4,1,2,,,,,,,5,,4,5,5,,4,5,,6,6,5,,5,,5,,1,3,,,,,5,5,7,69,AR,72730,Washington AR,5
162445347,1,4,5,5,3,3,,5,,4,6,,,5,,5,6,,,4,,5,5,,5,5,6,,,,1,,6,,1,,,5,2,2,62,ME,4280,Androscoggin ME,23
162445426,2,5,1,1,1,2,,4,,,4,,,,4,4,4,5,,5,5,,6,,6,6,,,,,5,,,3,3,5,5,,3,10,62,MA,1721,Middlesex MA,25
162445478,1,2,1,2,1,5,5,,5,,,4,,,,2,,,1,5,6,4,4,,,4,6,,,,,5,,1,1,1,,1,4,8,59,RI,2861,Providence RI,44
162447730,2,4,1,5,3,3,5,,,,5,,5,5,,3,5,,,5,,5,5,5,,,,,6,6,4,2,,,,3,,4,2,3,37,NY,13732,Tioga NY,36
162448543,1,5,4,2,1,3,,,5,6,,,5,5,,5,6,,6,,,5,5,5,4,,,,,,,4,1,,1,,1,1,1,6,27,WA,98011,King WA,53
162448857,1,6,1,5,3,4,,,,2,,2,5,4,4,2,4,,,3,,,6,,,,5,6,5,3,,,,,2,1,,6,2,9,63,NY,10708,Westchester NY,36
162448870,1,5,1,5,3,4,2,2,3,4,5,2,4,5,4,3,5,5,4,4,5,4,5,6,5,6,5,6,4,5,5,6,6,3,2,4,4,6,3,7,60,OR,97128,Yamhill OR,41
162451764,1,5,5,2,1,3,4,,4,4,,1,,,1,,,1,,1,1,,6,6,6,6,,,,,,6,6,6,,6,,,2,7,55,OK,73008,Oklahoma OK,40
162451843,1,6,1,1,1,2,,,4,,4,,4,3,5,2,,,,2,3,,,5,,5,,6,6,4,,,4,3,,2,,,3,7,61,MA,1603,Worcester MA,25
162451927,2,4,1,1,1,2,4,5,4,,,2,4,5,5,3,,,,,,,,,5,6,,,6,6,,,,,3,2,5,6,2,3,85,SD,57533,Gregory SD,46
162455457,2,3,2,1,1,3,,5,4,,5,,,,,4,5,5,5,,5,,6,6,4,,,,,5,,,6,,1,5,5,,4,4,66,MD,20603,Charles MD,24
162455469,1,3,1,4,3,3,,,4,4,3,,3,,,5,4,5,,4,,,3,,4,6,,,5,6,,,,2,1,4,,,5,6,63,GA,30906,Richmond GA,13
162455544,2,3,1,4,,,,3,3,3,,3,3,,3,,3,,,3,,,4,,,,4,,4,4,,3,,,4,4,4,,5,2,35,KY,40219,Jefferson KY,21
162455853,2,3,1,5,,4,,,6,,,,5,,3,3,,,,,,,5,,,6,3,6,6,,,6,5,,,3,,,5,3,77,ME,4976,Somerset ME,23
162458574,1,6,1,1,1,3,5,,4,,5,1,5,,,,5,,,,5,6,,,5,5,6,,,5,,,5,,,4,,5,2,5,70,WV,25186,Fayette WV,54
162458590,2,2,1,3,3,3,,6,6,6,,,6,6,,,6,6,,,6,,,,,6,,6,,5,3,3,,6,1,3,,,5,5,48,KS,66604,Shawnee KS,20
162459039,1,5,1,6,2,4,4,5,2,4,5,,,,,3,,,4,,4,,,,,,,,6,6,2,5,1,5,,5,,6,6,3,47,SC,29607,Greenville SC,45
162461066,2,4,1,4,3,5,2,,,,,1,3,,,3,,,,,,,1,,,3,,3,3,4,,1,,,,,6,1,6,,64,ID,83864,Bonner ID,16
162461960,1,4,1,4,3,3,3,3,,,3,,3,,,3,,3,3,,,3,3,,5,5,5,,,,,,,,,,,,4,8,49,MA,2723,Bristol MA,25
162462051,1,6,1,7,2,5,,3,4,,5,,5,4,,4,,,,,5,5,3,1,,,,,,,4,6,5,1,,4,6,,3,10,64,GA,30126,Cobb GA,13
162464159,1,5,2,1,1,4,5,5,,,5,,,,5,,,,5,5,5,5,6,,,,6,6,,6,,,6,2,4,,,4,5,5,64,CA,92020,San Diego CA,6
162464691,1,1,1,,1,4,6,,6,,6,1,,6,,,6,,2,4,,,5,,,6,,6,6,,6,5,,,4,,,6,5,7,45,VA,24184,Franklin VA,51
162465087,2,2,1,2,1,2,,5,5,5,5,2,,,,,,,5,,5,3,5,4,3,6,,6,,,,4,,,,4,5,,5,2,34,MA,1247,Berkshire MA,25
162465238,1,6,1,5,3,5,4,4,,4,,,,,,4,,,6,5,6,6,,,5,,6,,,,3,,6,5,,3,3,6,2,13,45,WI,53103,Waukesha WI,55
162465308,1,5,1,1,1,3,5,5,,,5,,,5,,,,,,,,,5,,5,6,6,,2,5,,,2,,,,3,,4,8,56,NJ,7045,Morris NJ,34
162465347,1,6,1,4,3,3,,2,,2,5,2,3,4,,,4,,,2,,,6,,6,6,,,,6,5,,,6,1,,3,,2,11,77,WA,98258,Snohomish WA,53
162470515,1,5,1,5,3,4,,4,5,,,,,6,,6,2,,6,,6,5,,6,,,2,,,5,5,,4,1,,,6,4,4,10,52,FL,33063,Broward FL,12
162471185,2,2,1,6,2,,4,4,4,,4,,,4,4,,4,,4,,,,4,,4,,,4,,4,,4,4,4,4,,,,2,1,46,PA,17745,Clinton PA,42
162471594,2,5,6,1,1,1,4,,,,2,,6,,3,,1,6,,,,1,,,2,,1,6,6,,,4,1,2,,,4,,6,10,45,NC,27513,Wake NC,37
162473455,1,4,1,6,2,2,,6,,6,,,,,6,6,,1,,6,6,6,5,,,6,6,,,6,,6,4,,4,5,,,6,7,56,FL,33868,Polk FL,12
162474625,2,5,4,2,1,2,4,4,4,4,4,1,4,,,,4,,,,,,,,1,,,4,,,,3,3,3,3,3,3,,3,11,32,VA,22033,Fairfax VA,51
162474738,1,3,2,1,1,3,5,5,,,,6,,5,3,,,,5,3,,1,,,5,,5,6,,5,,6,,6,1,,,6,2,3,62,OH,45405,Montgomery OH,39
162479224,1,3,6,6,2,4,2,,,2,,1,,3,,2,2,,,,3,1,,2,,,5,,,,,6,,4,1,5,3,6,1,11,45,MI,48093,Macomb MI,26
162483196,2,2,1,1,1,4,4,5,,5,,2,,,5,,,,5,5,5,,,6,6,,6,6,,,,,,,2,3,6,6,3,3,75,CA,92708,Orange CA,6
162483631,1,5,1,1,1,2,3,2,5,4,4,1,5,5,5,3,5,5,5,5,3,3,5,6,3,4,3,4,2,3,3,2,2,2,2,3,3,3,2,11,48,CA,92833,Orange CA,6
162492309,1,5,6,4,3,3,1,5,1,1,1,1,3,3,2,1,2,4,6,1,1,1,4,5,2,1,1,4,4,5,3,4,1,1,1,1,1,1,6,1,38,FL,33445,Palm Beach FL,12
162497124,2,6,1,1,1,1,5,6,2,,,2,,,4,,6,,,3,,2,,,2,5,,,6,,4,1,1,,,4,4,,5,11,47,NC,27713,Durham NC,37
162499715,1,4,3,7,2,4,,,,,6,,5,4,5,,5,4,5,,,6,6,,,6,,,,,,6,6,5,,2,4,3,4,10,57,CA,92019,San Diego CA,6
162503346,1,3,1,7,2,5,,4,5,4,,,5,,2,,,5,5,5,,,,,,5,2,,6,,5,6,4,,,2,4,,5,3,43,CA,92101,San Diego CA,6
162505860,1,5,1,6,2,3,3,,4,,,,4,,5,4,,5,,4,5,,4,,5,5,,6,6,,,,4,5,,,,2,3,9,34,NC,27609,Wake NC,37
162508003,1,6,1,1,1,2,1,6,,3,,,,,3,,2,3,5,2,,,6,6,,6,4,,6,,,2,,4,,3,,,6,6,74,FL,34748,Lake FL,12
162510508,2,3,1,7,2,5,2,3,,4,,,,,,5,,3,1,,1,5,,2,6,6,,,5,,3,,,6,,4,,6,2,9,26,TX,78070,Comal TX,48
162511988,2,5,1,2,1,2,4,5,1,2,2,1,5,5,3,2,2,6,6,2,2,1,6,5,4,5,2,6,6,5,3,2,1,3,2,2,3,1,5,,58,OR,97754,Crook OR,41
162514866,2,2,1,4,,,4,4,,5,,,,4,4,,,5,,,4,4,4,,3,,5,,6,,4,6,,6,,2,,,5,2,36,TN,37620,Sullivan TN,47
162516216,2,3,1,7,2,3,3,,,,3,,,,3,3,3,,3,3,3,,,,,,3,3,3,3,,,,6,4,3,3,,6,4,32,AL,35083,Cullman AL,1
162520162,2,6,1,1,1,2,5,,,2,3,1,,,4,1,,6,,,3,,6,6,,4,,,6,,5,2,1,5,,,,,5,5,55,CO,80302,Boulder CO,8
162528637,2,5,1,5,3,4,3,3,1,,,,,2,4,3,,,,3,,2,,,4,6,,,6,4,,2,,4,1,,,3,5,12,65,RI,2888,Kent RI,44
162531726,1,2,1,2,1,2,,,5,5,,,,,,4,4,6,,5,5,2,,5,4,,,,,,5,,4,4,,4,4,4,6,8,50,NV,89031,Clark NV,32
162532657,2,3,1,7,2,4,4,,4,5,,3,4,,,,,5,5,,,6,4,,,,,,4,4,3,,3,5,5,3,,,2,4,39,LA,71291,Ouachita Parish LA,22
162534327,1,4,1,7,2,4,,5,5,4,6,3,,,,,4,,5,,6,,,,6,,,,,5,,,6,1,3,6,6,4,2,3,53,OK,73717,Woods OK,40
162535307,2,6,2,1,1,2,,,4,,,1,,5,5,1,,,5,5,5,,6,6,1,,,6,,6,,,,,4,2,6,,2,5,62,MI,48213,Wayne MI,26
162536552,2,5,1,1,1,2,4,4,5,,6,,,,,,,6,6,,5,4,,,6,,,,6,,2,4,3,,,2,4,4,3,,70,MA,2474,Middlesex MA,25
162536764,2,4,1,2,1,,5,5,5,5,5,5,4,5,5,5,5,6,5,6,6,3,4,5,5,6,4,6,5,6,3,5,4,3,3,3,5,4,5,6,57,MI,48060,St. Clair MI,26
162538115,1,4,1,4,3,4,,5,,5,5,,6,5,,,,5,,5,,6,6,,6,6,,,,6,,5,6,,1,,6,,2,6,60,WA,99141,Stevens WA,53
162540409,2,5,1,5,3,3,,,4,4,,,5,5,2,,3,6,,,4,,,,5,5,,,6,,,3,6,5,,5,,1,2,,52,SC,29732,York SC,45
162540489,2,2,1,7,2,5,,,,5,5,2,,,4,,2,3,,3,,5,,6,6,,,6,1,5,,6,5,6,,,,,2,9,53,MI,48313,Macomb MI,26
162540604,1,6,1,5,3,4,,6,4,,,,,6,5,1,2,,6,,,6,6,,3,,4,6,,,,,4,,1,4,,,5,9,58,IL,60626,Cook IL,17
162543048,2,6,4,1,1,2,5,,5,5,,5,5,,,5,5,,5,,,,,,2,,6,6,,,2,,6,,,4,6,5,4,,47,FL,33170,Miami-Dade FL,12
162547837,2,2,1,4,3,3,3,,,,,,3,,5,4,4,,4,,4,3,,5,,5,4,,4,4,,,5,,,3,,4,6,4,68,ME,4901,Kennebec ME,23
162551207,2,3,1,7,2,5,,,6,,6,,,6,6,,4,6,,6,4,,6,,6,,,,6,5,4,,5,3,,,,6,4,4,57,MN,55033,Dakota MN,27
162551234,2,2,1,5,3,3,4,4,4,4,,,,,,,,,,,,,,5,6,6,6,6,,,5,,,,1,2,,,5,,65,MO,63935,Ripley MO,29
162551470,1,2,1,1,1,1,,4,6,,,5,4,,,5,,4,4,4,,,,6,,6,,,,,6,2,,,6,5,5,2,5,4,59,OH,43130,Fairfield OH,39
162554876,1,2,1,1,1,2,,,,3,6,1,,,,,4,6,6,,6,1,3,,,6,4,,5,3,,5,,1,1,,,,6,4,48,ID,83617,Gem ID,16
162554956,2,3,1,7,2,4,,1,,3,,1,,,,3,4,6,6,,,3,4,5,6,,,,4,,,5,,,1,2,5,,2,12,59,MD,20882,Montgomery MD,24
162555167,1,4,2,1,1,2,3,,3,,3,,3,,3,,,3,,3,3,,,,6,,6,,,,6,6,4,6,,,6,6,2,4,61,GA,30092,Gwinnett GA,13
162555170,2,2,1,6,2,4,5,5,,,5,3,5,,,,,,5,5,,6,,,,,6,,6,,4,1,,,5,3,5,5,2,5,57,NE,68128,Sarpy NE,31
162556527,1,2,1,3,3,1,2,5,,4,,,,4,,3,,4,4,,3,,,4,,3,,5,3,,,,,4,3,3,4,,6,6,63,KS,66516,Jackson KS,20
162557074,2,2,1,2,1,,,6,,5,,1,,,,2,3,,5,3,5,,,6,,,4,5,6,6,,4,,6,,,,4,5,5,49,GA,31050,Crawford GA,13
162558140,2,3,1,7,2,4,,4,,,,,5,,6,,,6,5,6,4,6,,,6,6,5,,4,,,,6,,1,2,,6,2,4,53,GA,31076,Taylor GA,13
162558219,1,5,1,1,1,1,,,3,3,5,,,5,,,3,5,4,,4,,5,5,4,,4,6,,,,,4,,,,4,5,6,4,28,NY,10803,Westchester NY,36
162558428,2,2,1,,,,,,3,3,3,3,3,,,3,3,,,,3,,3,,,3,,3,,3,3,3,,,3,,3,,6,4,36,AZ,85213,Maricopa AZ,4
162558628,2,2,1,7,2,4,4,4,,4,,,5,,,,,,,,,,6,,6,,,,6,6,6,6,,5,5,,,,5,5,67,NM,87109,Bernalillo NM,35
162570641,1,3,1,5,,4,,,,,6,,6,6,6,6,6,6,,,6,,6,,5,6,6,,,,6,6,6,,,4,,,1,8,49,MD,20602,Charles MD,24
162570878,1,3,1,5,3,4,5,4,4,5,5,1,5,5,5,2,3,5,5,4,4,2,6,6,5,6,2,6,5,5,1,4,1,1,1,2,2,5,6,4,62,NY,14075,Erie NY,36
162570903,1,4,1,3,3,2,5,5,2,,,,,3,,,5,5,4,,,1,4,,3,3,2,,6,,,2,1,,,,6,,6,10,57,VT,5661,Lamoille VT,50
162572384,2,3,1,1,1,1,,5,4,4,,2,,,,,5,6,4,,,1,,,,,3,5,4,5,5,,,,,2,4,3,5,5,28,UT,84119,Salt Lake UT,49
162572678,2,5,1,1,1,3,5,5,4,5,5,3,5,5,5,3,5,5,5,4,5,5,6,6,3,6,5,5,5,5,5,4,3,6,2,4,4,5,2,6,71,KS,66061,Johnson KS,20
162574357,2,4,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,55,TX,77386,Montgomery TX,48
162574913,2,3,1,2,1,5,5,5,4,,,1,,4,5,,,,6,4,,,,4,5,,5,6,,,,4,5,,,,3,6,5,4,36,KY,40353,Montgomery KY,21
162575719,2,6,1,1,1,2,,,,5,,1,4,5,,,5,5,,4,5,,4,,,,,6,,5,3,1,,,2,2,3,,4,4,60,MA,1824,Middlesex MA,25
162575886,1,4,1,,2,,5,,,5,5,,5,5,5,,,,5,5,,,,,4,,4,5,,5,2,,,1,5,,,2,2,6,43,KS,67209,Sedgwick KS,20
162576042,1,6,1,2,1,3,4,5,4,,,,4,,,4,,4,,4,5,,4,,,6,3,,,5,,4,5,,,,4,5,1,9,57,MO,64870,Jasper MO,29
162576117,1,4,1,2,1,2,,5,5,5,5,,,5,,5,,,,5,,5,5,,,,5,,,,5,5,,6,6,,3,6,4,7,55,AZ,85013,Maricopa AZ,4
162578043,1,5,4,1,1,1,,5,,6,6,,6,6,6,,,,,6,6,,,6,,6,,,,,,6,6,6,,6,6,6,4,10,46,NJ,8859,Middlesex NJ,34
162579739,1,5,1,7,2,5,2,2,,,3,,,3,,3,3,,,3,,5,,2,,,,,2,5,5,6,,,1,5,,6,1,3,42,ID,83686,Canyon ID,16
162582858,1,5,1,7,2,4,,3,4,6,6,,4,,,4,,,6,,,4,4,,5,6,6,6,,,1,,,5,,4,,,5,8,63,VA,23237,Chesterfield VA,51
162586343,2,3,1,2,1,,,,5,,5,4,,6,,,,,,,,,6,6,6,,,,6,5,,5,,,4,5,,,2,10,46,KY,41051,Kenton KY,21
162586401,1,3,1,3,3,3,6,5,,,6,,,5,5,,5,,5,3,,,5,,,6,,6,,5,,,,,1,3,5,4,4,4,32,KY,40223,Jefferson KY,21
162586550,2,5,1,2,1,2,,5,,4,4,2,,,4,,,,6,4,,4,6,5,,4,,6,,6,,,3,,3,,,4,2,5,24,OR,97132,Yamhill OR,41
162592107,1,5,1,4,3,3,3,5,3,,,,4,4,,,,4,5,2,,,4,,2,,5,6,,,4,,,1,2,4,,,1,4,53,SC,29575,Horry SC,45
